user_id,last_order,frequency,monetary,recency,r_score,f_score,m_score,rfm_segment
U007070,2025-06-06,6,3526.97,208,1,4,4,Loyal
U007071,2025-12-12,7,5283.17,19,4,4,5,Champions
U007072,2025-08-01,2,711.0999999999999,152,1,1,1,Hibernating
U007073,2025-06-05,3,1930.4099999999999,209,1,2,2,Hibernating
U007074,2025-11-02,11,5152.15,59,3,5,5,Loyal
U007075,2025-11-10,4,2345.27,51,3,3,3,Potential Loyalists
U007076,2025-12-31,2,1197.72,0,5,1,2,New & Promising
U007077,2025-12-22,6,4071.9300000000003,9,5,4,4,Champions
U007078,2025-10-05,6,3232.31,87,2,4,4,Loyal
U007079,2025-05-05,2,632.5899999999999,240,1,1,1,Hibernating
U007080,2025-06-25,1,227.9,189,1,1,1,Hibernating
U007081,2025-10-04,9,3574.33,88,2,5,4,Loyal
U007082,2025-12-01,9,5859.030000000001,30,4,5,5,Champions
U007083,2025-09-03,3,1076.12,119,2,2,1,Hibernating
U007084,2025-08-04,3,1695.92,149,1,2,2,Hibernating
U007085,2025-09-07,2,1353.03,115,2,1,2,Hibernating
U007086,2025-12-27,13,10025.02,4,5,5,5,Champions
U007087,2025-09-17,5,4309.35,105,2,3,4,At Risk
U007089,2025-05-24,2,717.21,221,1,1,1,Hibernating
U007090,2025-10-30,6,4389.89,62,3,4,4,Loyal
U007091,2025-12-22,3,1300.53,9,5,2,2,New & Promising
U007092,2025-12-12,8,6018.93,19,4,5,5,Champions
U007093,2025-11-24,7,3346.39,37,3,4,4,Loyal
U007094,2025-05-10,1,287.04,235,1,1,1,Hibernating
U007095,2025-01-14,1,343.07,351,1,1,1,Hibernating
U007096,2025-03-24,1,578.61,282,1,1,1,Hibernating
U007097,2025-08-28,7,2844.4300000000003,125,2,4,3,Loyal
U007098,2025-12-29,7,6880.61,2,5,4,5,Champions
U007099,2025-07-01,4,2168.24,183,1,3,3,At Risk
U007100,2025-12-05,4,2919.18,26,4,3,3,Potential Loyalists
U007101,2025-12-22,8,5190.62,9,5,5,5,Champions
U007102,2025-09-08,6,3292.01,114,2,4,4,Loyal
U007103,2025-07-05,4,2192.88,179,1,3,3,At Risk
U007104,2025-07-11,8,4884.04,173,1,5,5,Loyal
U007105,2025-04-16,1,574.74,259,1,1,1,Hibernating
U007106,2025-12-22,3,833.52,9,5,2,1,New & Promising
U007108,2025-08-29,4,3090.04,124,2,3,3,At Risk
U007109,2025-11-06,2,620.88,55,3,1,1,Potential Loyalists
U007110,2025-12-15,6,3420.3900000000003,16,5,4,4,Champions
U007111,2025-12-13,9,6031.69,18,4,5,5,Champions
U007112,2025-12-28,5,2962.88,3,5,3,3,Potential Loyalists
U007113,2025-12-29,7,4326.53,2,5,4,4,Champions
U007114,2025-09-18,2,425.28,104,2,1,1,Hibernating
U007115,2025-10-17,5,4771.48,75,2,3,5,At Risk
U007116,2025-12-06,8,4018.28,25,4,5,4,Champions
U007117,2025-12-23,8,4706.93,8,5,5,4,Champions
U007118,2025-12-26,5,2258.53,5,5,3,3,Potential Loyalists
U007119,2025-11-10,10,6571.87,51,3,5,5,Loyal
U007120,2025-06-14,3,1145.7800000000002,200,1,2,1,Hibernating
U007121,2025-12-19,9,4083.96,12,5,5,4,Champions
U007122,2025-11-22,7,3628.48,39,3,4,4,Loyal
U007123,2025-10-09,1,186.57,83,2,1,1,Hibernating
U007124,2025-09-01,6,4661.03,121,2,4,4,Loyal
U007125,2025-11-27,5,4133.07,34,4,3,4,Potential Loyalists
U007126,2025-12-30,7,3997.9700000000003,1,5,4,4,Champions
U007127,2025-07-04,2,344.87,180,1,1,1,Hibernating
U007128,2025-09-30,4,1614.65,92,2,3,2,At Risk
U007129,2025-05-13,4,2216.0,232,1,3,3,At Risk
U007130,2025-09-28,2,1367.04,94,2,1,2,Hibernating
U007131,2025-06-19,2,3635.84,195,1,1,4,Hibernating
U007132,2025-08-25,3,1359.43,128,2,2,2,Hibernating
U007133,2025-12-15,7,5767.2,16,5,4,5,Champions
U007134,2025-12-31,5,2360.37,0,5,3,3,Potential Loyalists
U007135,2025-10-25,3,2795.31,67,2,2,3,Hibernating
U007136,2025-12-13,7,5205.61,18,4,4,5,Champions
U007137,2025-12-12,2,951.76,19,4,1,1,New & Promising
U007138,2025-11-08,4,1681.96,53,3,3,2,Potential Loyalists
U007139,2025-11-22,11,5200.679999999999,39,3,5,5,Loyal
U007140,2025-09-28,7,2606.5099999999998,94,2,4,3,Loyal
U007141,2025-12-15,6,4719.45,16,5,4,4,Champions
U007142,2025-11-12,7,5208.01,49,3,4,5,Loyal
U007143,2025-12-01,7,3371.13,30,4,4,4,Champions
U007144,2025-11-19,6,2127.79,42,3,4,3,Loyal
U007145,2025-06-12,2,1001.97,202,1,1,1,Hibernating
U007146,2025-11-10,1,1047.48,51,3,1,1,Potential Loyalists
U007147,2025-11-19,7,4530.89,42,3,4,4,Loyal
U007148,2025-11-10,3,771.3399999999999,51,3,2,1,Potential Loyalists
U007149,2025-11-15,5,3072.79,46,3,3,3,Potential Loyalists
U007151,2025-08-02,3,2290.79,151,1,2,3,Hibernating
U007152,2025-09-24,4,2140.5899999999997,98,2,3,3,At Risk
U007153,2025-12-08,14,6578.42,23,4,5,5,Champions
U007154,2025-09-16,7,4276.150000000001,106,2,4,4,Loyal
U007155,2025-11-18,5,2579.51,43,3,3,3,Potential Loyalists
U007156,2025-10-05,3,1572.0900000000001,87,2,2,2,Hibernating
U007157,2025-11-23,2,721.05,38,3,1,1,Potential Loyalists
U007158,2025-09-03,5,4128.89,119,2,3,4,At Risk
U007159,2025-10-23,4,1778.58,69,2,3,2,At Risk
U007160,2025-11-23,5,2330.62,38,3,3,3,Potential Loyalists
U007161,2025-12-10,3,1324.31,21,4,2,2,New & Promising
U007162,2025-09-11,2,1763.29,111,2,1,2,Hibernating
U007163,2025-06-07,3,2742.9700000000003,207,1,2,3,Hibernating
U007164,2025-11-06,5,2957.27,55,3,3,3,Potential Loyalists
U007165,2025-05-27,2,1358.98,218,1,1,2,Hibernating
U007166,2025-12-08,8,2857.81,23,4,5,3,Champions
U007167,2025-12-02,14,9022.11,29,4,5,5,Champions
U007168,2025-12-13,7,4886.53,18,4,4,5,Champions
U007169,2025-05-20,1,698.61,225,1,1,1,Hibernating
U007170,2025-11-05,9,4180.53,56,3,5,4,Loyal
U007171,2025-12-31,3,2021.07,0,5,2,2,New & Promising
U007172,2025-08-14,1,710.63,139,1,1,1,Hibernating
U007173,2025-11-21,8,4866.74,40,3,5,5,Loyal
U007174,2025-10-20,2,1140.05,72,2,1,1,Hibernating
U007175,2025-09-19,4,1987.1599999999999,103,2,3,2,At Risk
U007176,2025-10-03,2,712.03,89,2,1,1,Hibernating
U007177,2025-08-29,7,2857.5,124,2,4,3,Loyal
U007178,2025-11-14,6,3537.13,47,3,4,4,Loyal
U007179,2025-07-23,4,1341.62,161,1,3,2,At Risk
U007180,2025-11-22,5,2759.73,39,3,3,3,Potential Loyalists
U007181,2025-11-30,6,3384.76,31,4,4,4,Champions
U007182,2025-11-24,2,931.9300000000001,37,3,1,1,Potential Loyalists
U007183,2025-11-23,4,1859.01,38,3,3,2,Potential Loyalists
U007184,2025-12-25,5,4184.41,6,5,3,4,Potential Loyalists
U007185,2025-07-28,4,1977.25,156,1,3,2,At Risk
U007186,2025-11-12,3,1709.5,49,3,2,2,Potential Loyalists
U007187,2025-11-14,6,5826.360000000001,47,3,4,5,Loyal
U007188,2025-12-06,4,2316.11,25,4,3,3,Potential Loyalists
U007189,2025-11-05,4,1623.27,56,3,3,2,Potential Loyalists
U007190,2025-12-12,7,3864.92,19,4,4,4,Champions
U007191,2025-09-10,3,1589.47,112,2,2,2,Hibernating
U007192,2025-12-20,3,2016.4699999999998,11,5,2,2,New & Promising
U007193,2025-10-14,4,2101.71,78,2,3,2,At Risk
U007194,2025-09-15,3,2815.58,107,2,2,3,Hibernating
U007195,2025-10-28,3,1561.6200000000001,64,3,2,2,Potential Loyalists
U007197,2025-12-26,10,6408.34,5,5,5,5,Champions
U007198,2025-11-08,5,4641.0,53,3,3,4,Potential Loyalists
U007199,2025-07-04,6,4337.97,180,1,4,4,Loyal
U007200,2025-08-16,3,3031.41,137,1,2,3,Hibernating
U007201,2025-08-04,4,3550.52,149,1,3,4,At Risk
U007202,2025-07-27,3,1482.0700000000002,157,1,2,2,Hibernating
U007203,2025-11-22,4,3068.05,39,3,3,3,Potential Loyalists
U007205,2025-10-07,7,3676.6800000000003,85,2,4,4,Loyal
U007206,2025-06-04,3,1223.3600000000001,210,1,2,2,Hibernating
U007207,2025-12-31,4,2322.9,0,5,3,3,Potential Loyalists
U007208,2025-12-03,7,6458.0199999999995,28,4,4,5,Champions
U007209,2025-12-02,9,5075.860000000001,29,4,5,5,Champions
U007210,2025-12-14,7,4078.48,17,5,4,4,Champions
U007211,2025-12-28,4,3468.13,3,5,3,4,Potential Loyalists
U007212,2025-10-21,4,3073.16,71,2,3,3,At Risk
U007213,2025-12-22,8,4329.04,9,5,5,4,Champions
U007214,2025-09-04,2,1262.15,118,2,1,2,Hibernating
U007215,2025-10-08,4,2189.76,84,2,3,3,At Risk
U007216,2025-05-25,2,617.8199999999999,220,1,1,1,Hibernating
U007217,2025-10-11,3,3287.79,81,2,2,4,Hibernating
U007218,2025-08-20,3,964.26,133,1,2,1,Hibernating
U007219,2025-12-02,6,2732.41,29,4,4,3,Champions
U007220,2025-12-30,10,5192.9,1,5,5,5,Champions
U007221,2025-07-07,1,435.46,177,1,1,1,Hibernating
U007222,2025-07-17,4,1819.52,167,1,3,2,At Risk
U007223,2025-11-21,9,5116.82,40,3,5,5,Loyal
U007224,2025-12-30,3,1516.6599999999999,1,5,2,2,New & Promising
U007225,2025-11-10,9,5936.64,51,3,5,5,Loyal
U007226,2025-10-02,5,2795.52,90,2,3,3,At Risk
U007227,2025-11-12,4,2383.87,49,3,3,3,Potential Loyalists
U007228,2025-10-10,6,4396.82,82,2,4,4,Loyal
U007229,2025-11-01,6,5123.2699999999995,60,3,4,5,Loyal
U007230,2025-12-03,4,1422.1599999999999,28,4,3,2,Potential Loyalists
U007231,2025-12-15,8,10822.3,16,5,5,5,Champions
U007232,2025-09-25,6,5868.74,97,2,4,5,Loyal
U007233,2025-12-24,10,5858.99,7,5,5,5,Champions
U007234,2025-12-22,5,3181.45,9,5,3,3,Potential Loyalists
U007235,2025-11-28,3,1293.8100000000002,33,4,2,2,New & Promising
U007237,2025-06-01,2,1607.15,213,1,1,2,Hibernating
U007238,2025-11-08,3,1822.78,53,3,2,2,Potential Loyalists
U007239,2025-11-20,1,890.88,41,3,1,1,Potential Loyalists
U007240,2025-11-23,2,325.46000000000004,38,3,1,1,Potential Loyalists
U007242,2025-12-16,4,1482.84,15,5,3,2,Potential Loyalists
U007243,2025-02-25,3,2102.38,309,1,2,2,Hibernating
U007244,2025-11-07,12,8587.29,54,3,5,5,Loyal
U007246,2025-12-24,11,6875.87,7,5,5,5,Champions
U007247,2025-10-29,7,3404.26,63,3,4,4,Loyal
U007248,2025-11-09,3,3769.92,52,3,2,4,Potential Loyalists
U007249,2025-12-23,6,4513.38,8,5,4,4,Champions
U007250,2025-12-30,13,8957.46,1,5,5,5,Champions
U007251,2025-09-08,4,1691.5,114,2,3,2,At Risk
U007252,2025-12-20,13,10403.85,11,5,5,5,Champions
U007253,2025-11-07,4,3844.1900000000005,54,3,3,4,Potential Loyalists
U007254,2025-12-14,8,6825.72,17,5,5,5,Champions
U007255,2025-12-25,7,4281.49,6,5,4,4,Champions
U007256,2025-10-31,5,2125.34,61,3,3,3,Potential Loyalists
U007257,2025-12-17,3,1187.8300000000002,14,5,2,1,New & Promising
U007258,2025-12-23,5,1759.37,8,5,3,2,Potential Loyalists
U007259,2025-11-08,2,694.85,53,3,1,1,Potential Loyalists
U007260,2025-12-20,5,2501.36,11,5,3,3,Potential Loyalists
U007261,2025-12-11,5,3697.48,20,4,3,4,Potential Loyalists
U007262,2025-04-23,2,1849.8600000000001,252,1,1,2,Hibernating
U007263,2025-12-14,7,4283.36,17,5,4,4,Champions
U007264,2025-09-28,6,4784.44,94,2,4,5,Loyal
U007265,2025-12-14,1,705.87,17,5,1,1,New & Promising
U007266,2025-11-23,12,11274.87,38,3,5,5,Loyal
U007267,2025-12-29,5,3482.5,2,5,3,4,Potential Loyalists
U007268,2025-11-11,4,2665.13,50,3,3,3,Potential Loyalists
U007270,2025-12-13,9,6189.25,18,4,5,5,Champions
U007271,2025-11-23,4,1287.31,38,3,3,2,Potential Loyalists
U007272,2025-11-25,8,4203.63,36,4,5,4,Champions
U007273,2025-10-30,3,1579.28,62,3,2,2,Potential Loyalists
U007274,2025-12-12,4,2971.55,19,4,3,3,Potential Loyalists
U007275,2025-07-24,1,271.02,160,1,1,1,Hibernating
U007276,2025-06-18,5,2093.46,196,1,3,2,At Risk
U007277,2025-05-21,5,3626.1,224,1,3,4,At Risk
U007278,2025-12-26,4,1364.67,5,5,3,2,Potential Loyalists
U007279,2025-07-05,2,1177.33,179,1,1,1,Hibernating
U007280,2025-06-29,2,868.4000000000001,185,1,1,1,Hibernating
U007281,2025-11-26,1,758.45,35,4,1,1,New & Promising
U007282,2025-11-12,3,2418.12,49,3,2,3,Potential Loyalists
U007283,2025-11-09,9,4610.86,52,3,5,4,Loyal
U007284,2025-10-05,10,8204.800000000001,87,2,5,5,Loyal
U007285,2025-12-27,5,5218.65,4,5,3,5,Potential Loyalists
U007286,2025-11-11,1,229.26,50,3,1,1,Potential Loyalists
U007287,2025-11-09,5,2140.26,52,3,3,3,Potential Loyalists
U007288,2025-11-19,9,4144.43,42,3,5,4,Loyal
U007289,2025-12-16,6,4924.93,15,5,4,5,Champions
U007290,2025-12-13,6,2595.6,18,4,4,3,Champions
U007291,2025-12-27,10,6306.45,4,5,5,5,Champions
U007292,2025-12-13,1,169.47,18,4,1,1,New & Promising
U007293,2025-10-12,3,1793.9900000000002,80,2,2,2,Hibernating
U007294,2025-12-12,7,4475.32,19,4,4,4,Champions
U007295,2025-07-23,2,1717.75,161,1,1,2,Hibernating
U007296,2025-12-06,1,2092.52,25,4,1,2,New & Promising
U007297,2025-12-08,8,3936.75,23,4,5,4,Champions
U007298,2025-12-27,10,7546.38,4,5,5,5,Champions
U007299,2025-12-19,2,889.34,12,5,1,1,New & Promising
U007300,2025-12-02,7,3430.15,29,4,4,4,Champions
U007301,2025-12-27,17,11764.67,4,5,5,5,Champions
U007302,2025-12-12,4,1644.6,19,4,3,2,Potential Loyalists
U007304,2025-09-09,5,2591.5,113,2,3,3,At Risk
U007305,2025-06-28,2,1310.2399999999998,186,1,1,2,Hibernating
U007306,2025-09-26,5,3237.29,96,2,3,4,At Risk
U007307,2025-12-18,10,5882.53,13,5,5,5,Champions
U007308,2025-12-04,10,4354.88,27,4,5,4,Champions
U007309,2025-10-20,3,1885.42,72,2,2,2,Hibernating
U007310,2025-11-08,14,8585.54,53,3,5,5,Loyal
U007311,2025-09-12,3,3061.98,110,2,2,3,Hibernating
U007312,2025-11-23,7,3025.67,38,3,4,3,Loyal
U007313,2025-11-18,9,8124.91,43,3,5,5,Loyal
U007314,2025-10-15,8,7436.34,77,2,5,5,Loyal
U007315,2025-12-18,10,6552.429999999999,13,5,5,5,Champions
U007316,2025-11-15,4,3214.08,46,3,3,4,Potential Loyalists
U007317,2025-12-13,8,3767.08,18,4,5,4,Champions
U007318,2025-02-04,1,361.8,330,1,1,1,Hibernating
U007319,2025-05-23,1,555.47,222,1,1,1,Hibernating
U007321,2025-12-01,9,5333.45,30,4,5,5,Champions
U007322,2025-12-21,2,584.62,10,5,1,1,New & Promising
U007323,2025-09-15,3,1394.32,107,2,2,2,Hibernating
U007324,2025-12-12,4,3638.12,19,4,3,4,Potential Loyalists
U007325,2025-09-09,3,1262.47,113,2,2,2,Hibernating
U007326,2025-11-15,3,1379.56,46,3,2,2,Potential Loyalists
U007327,2025-09-06,1,577.0,116,2,1,1,Hibernating
U007328,2025-12-06,4,1891.07,25,4,3,2,Potential Loyalists
U007329,2025-10-08,8,3294.35,84,2,5,4,Loyal
U007330,2025-12-06,5,3478.75,25,4,3,4,Potential Loyalists
U007331,2025-12-28,7,7029.780000000001,3,5,4,5,Champions
U007332,2025-12-22,14,8556.4,9,5,5,5,Champions
U007333,2025-09-10,3,1688.54,112,2,2,2,Hibernating
U007334,2025-09-28,7,4257.53,94,2,4,4,Loyal
U007335,2025-12-16,8,5428.01,15,5,5,5,Champions
U007336,2025-11-06,6,3366.85,55,3,4,4,Loyal
U007337,2025-12-07,9,5387.82,24,4,5,5,Champions
U007338,2025-07-14,2,1033.92,170,1,1,1,Hibernating
U007339,2025-12-13,5,5475.8099999999995,18,4,3,5,Potential Loyalists
U007340,2025-06-17,4,2488.25,197,1,3,3,At Risk
U007342,2025-07-02,2,825.54,182,1,1,1,Hibernating
U007343,2025-12-06,9,4941.77,25,4,5,5,Champions
U007344,2025-11-07,4,3151.6899999999996,54,3,3,3,Potential Loyalists
U007345,2025-11-16,7,7049.0,45,3,4,5,Loyal
U007346,2025-02-10,2,1979.77,324,1,1,2,Hibernating
U007347,2025-11-17,1,675.57,44,3,1,1,Potential Loyalists
U007348,2025-11-18,10,7533.32,43,3,5,5,Loyal
U007349,2025-09-22,6,3440.52,100,2,4,4,Loyal
U007350,2025-12-21,3,3448.6,10,5,2,4,New & Promising
U007351,2025-01-02,1,228.77,363,1,1,1,Hibernating
U007352,2025-11-18,3,2414.32,43,3,2,3,Potential Loyalists
U007354,2025-12-31,4,1312.08,0,5,3,2,Potential Loyalists
U007355,2025-12-09,6,2526.44,22,4,4,3,Champions
U007356,2025-09-12,3,2558.5499999999997,110,2,2,3,Hibernating
U007357,2025-08-28,4,2511.9700000000003,125,2,3,3,At Risk
U007359,2025-12-23,3,1275.6399999999999,8,5,2,2,New & Promising
U007361,2025-11-30,6,3727.86,31,4,4,4,Champions
U007362,2025-12-14,8,4155.07,17,5,5,4,Champions
U007363,2025-11-13,2,834.14,48,3,1,1,Potential Loyalists
U007364,2025-11-11,2,2182.42,50,3,1,3,Potential Loyalists
U007365,2025-09-23,9,7071.21,99,2,5,5,Loyal
U007366,2025-12-27,11,6770.47,4,5,5,5,Champions
U007367,2025-10-17,2,913.7,75,2,1,1,Hibernating
U007368,2025-12-29,3,1039.4099999999999,2,5,2,1,New & Promising
U007369,2025-11-07,13,8034.77,54,3,5,5,Loyal
U007370,2025-10-13,4,2379.47,79,2,3,3,At Risk
U007371,2025-12-20,2,1893.62,11,5,1,2,New & Promising
U007372,2025-12-11,5,2601.16,20,4,3,3,Potential Loyalists
U007373,2025-12-27,4,1516.91,4,5,3,2,Potential Loyalists
U007375,2025-08-18,6,2595.46,135,1,4,3,Loyal
U007376,2025-07-02,4,3005.23,182,1,3,3,At Risk
U007377,2025-09-06,5,4674.44,116,2,3,4,At Risk
U007378,2025-12-30,9,4692.26,1,5,5,4,Champions
U007379,2025-12-15,8,7293.1900000000005,16,5,5,5,Champions
U007380,2025-03-22,1,175.67,284,1,1,1,Hibernating
U007381,2025-10-16,7,4543.11,76,2,4,4,Loyal
U007382,2025-11-17,3,2708.3199999999997,44,3,2,3,Potential Loyalists
U007383,2025-02-16,1,678.74,318,1,1,1,Hibernating
U007384,2025-11-08,12,5148.01,53,3,5,5,Loyal
U007385,2025-11-06,4,1451.0700000000002,55,3,3,2,Potential Loyalists
U007386,2025-12-28,6,3729.63,3,5,4,4,Champions
U007387,2025-06-30,5,4782.200000000001,184,1,3,5,At Risk
U007388,2025-11-09,6,9145.82,52,3,4,5,Loyal
U007389,2025-11-07,2,1686.08,54,3,1,2,Potential Loyalists
U007390,2025-05-18,2,1187.49,227,1,1,1,Hibernating
U007391,2025-11-04,6,3407.4900000000002,57,3,4,4,Loyal
U007392,2025-02-14,1,483.59,320,1,1,1,Hibernating
U007394,2025-03-05,2,1496.3400000000001,301,1,1,2,Hibernating
U007395,2025-12-21,4,7857.13,10,5,3,5,Potential Loyalists
U007396,2025-12-02,4,2364.64,29,4,3,3,Potential Loyalists
U007397,2025-11-18,5,3581.31,43,3,3,4,Potential Loyalists
U007398,2025-06-26,4,3454.9500000000003,188,1,3,4,At Risk
U007399,2025-10-28,1,447.04,64,3,1,1,Potential Loyalists
U007400,2025-12-18,11,8269.85,13,5,5,5,Champions
U007401,2025-12-09,10,4532.59,22,4,5,4,Champions
U007402,2025-12-20,6,5595.139999999999,11,5,4,5,Champions
U007404,2025-11-28,3,2583.58,33,4,2,3,New & Promising
U007405,2025-12-18,6,3402.1499999999996,13,5,4,4,Champions
U007406,2025-06-24,4,3717.8,190,1,3,4,At Risk
U007407,2025-07-14,1,290.0,170,1,1,1,Hibernating
U007408,2025-12-30,9,4251.38,1,5,5,4,Champions
U007409,2025-09-04,9,5812.62,118,2,5,5,Loyal
U007410,2025-12-15,3,1189.08,16,5,2,1,New & Promising
U007411,2025-09-09,6,4562.83,113,2,4,4,Loyal
U007412,2025-12-09,1,998.0,22,4,1,1,New & Promising
U007413,2025-12-21,7,4592.8099999999995,10,5,4,4,Champions
U007414,2025-10-26,3,2280.44,66,3,2,3,Potential Loyalists
U007415,2025-11-08,3,833.23,53,3,2,1,Potential Loyalists
U007416,2025-10-10,7,2828.77,82,2,4,3,Loyal
U007417,2025-12-13,5,3463.31,18,4,3,4,Potential Loyalists
U007418,2025-08-23,2,1125.45,130,1,1,1,Hibernating
U007419,2025-04-29,3,3159.67,246,1,2,3,Hibernating
U007420,2025-11-24,3,2666.82,37,3,2,3,Potential Loyalists
U007421,2025-12-12,8,7289.9,19,4,5,5,Champions
U007422,2025-04-16,3,859.58,259,1,2,1,Hibernating
U007423,2025-04-26,3,2120.78,249,1,2,3,Hibernating
U007424,2025-09-28,7,3543.76,94,2,4,4,Loyal
U007425,2025-04-12,3,3039.6800000000003,263,1,2,3,Hibernating
U007426,2025-11-06,7,6577.95,55,3,4,5,Loyal
U007427,2025-08-04,2,830.69,149,1,1,1,Hibernating
U007428,2025-08-08,3,4885.72,145,1,2,5,Hibernating
U007429,2025-12-02,4,2117.22,29,4,3,2,Potential Loyalists
U007430,2025-12-26,5,1685.67,5,5,3,2,Potential Loyalists
U007431,2025-12-09,1,883.97,22,4,1,1,New & Promising
U007432,2025-08-30,2,2087.92,123,2,1,2,Hibernating
U007433,2025-09-18,2,1196.95,104,2,1,2,Hibernating
U007434,2025-07-15,2,1023.84,169,1,1,1,Hibernating
U007435,2025-11-09,8,3558.63,52,3,5,4,Loyal
U007436,2025-08-01,4,2779.61,152,1,3,3,At Risk
U007437,2025-12-10,3,1607.1,21,4,2,2,New & Promising
U007438,2025-08-06,3,1443.86,147,1,2,2,Hibernating
U007439,2025-12-03,3,1888.16,28,4,2,2,New & Promising
U007440,2025-06-30,3,2253.71,184,1,2,3,Hibernating
U007441,2025-08-04,3,1753.3,149,1,2,2,Hibernating
U007442,2025-12-01,7,5118.04,30,4,4,5,Champions
U007443,2025-11-21,4,2332.42,40,3,3,3,Potential Loyalists
U007444,2025-08-24,2,872.8599999999999,129,1,1,1,Hibernating
U007445,2025-11-01,5,2985.58,60,3,3,3,Potential Loyalists
U007446,2025-09-14,3,1940.88,108,2,2,2,Hibernating
U007447,2025-12-22,7,3267.1099999999997,9,5,4,4,Champions
U007448,2025-10-27,7,4252.4400000000005,65,3,4,4,Loyal
U007449,2025-08-06,1,1070.42,147,1,1,1,Hibernating
U007450,2025-08-25,1,402.96,128,2,1,1,Hibernating
U007451,2025-12-29,7,3835.1099999999997,2,5,4,4,Champions
U007452,2025-10-23,2,999.36,69,2,1,1,Hibernating
U007453,2025-06-14,3,3121.84,200,1,2,3,Hibernating
U007454,2025-12-05,4,2106.3500000000004,26,4,3,2,Potential Loyalists
U007455,2025-11-15,4,4486.13,46,3,3,4,Potential Loyalists
U007456,2025-11-27,3,1448.94,34,4,2,2,New & Promising
U007457,2025-10-29,4,3829.54,63,3,3,4,Potential Loyalists
U007458,2025-12-23,3,2021.88,8,5,2,2,New & Promising
U007459,2025-12-20,5,2043.66,11,5,3,2,Potential Loyalists
U007460,2025-09-20,2,716.26,102,2,1,1,Hibernating
U007461,2025-05-30,1,444.33,215,1,1,1,Hibernating
U007462,2025-03-05,2,1422.94,301,1,1,2,Hibernating
U007463,2025-09-20,1,543.88,102,2,1,1,Hibernating
U007464,2025-10-17,2,1044.6399999999999,75,2,1,1,Hibernating
U007466,2025-11-24,9,4908.02,37,3,5,5,Loyal
U007467,2025-10-15,7,4858.17,77,2,4,5,Loyal
U007468,2025-11-10,5,1869.2,51,3,3,2,Potential Loyalists
U007469,2025-12-31,8,4013.6800000000003,0,5,5,4,Champions
U007470,2025-12-31,10,11306.78,0,5,5,5,Champions
U007471,2025-12-01,3,1112.98,30,4,2,1,New & Promising
U007472,2025-09-13,3,1567.3600000000001,109,2,2,2,Hibernating
U007473,2025-12-08,10,3733.37,23,4,5,4,Champions
U007474,2025-12-30,6,3703.55,1,5,4,4,Champions
U007475,2025-12-25,5,2433.04,6,5,3,3,Potential Loyalists
U007476,2025-12-13,7,3674.42,18,4,4,4,Champions
U007477,2025-05-21,2,1296.7,224,1,1,2,Hibernating
U007478,2025-10-13,3,3301.87,79,2,2,4,Hibernating
U007480,2025-12-14,2,3236.7000000000003,17,5,1,4,New & Promising
U007481,2025-10-05,4,1776.69,87,2,3,2,At Risk
U007482,2025-09-18,1,1049.44,104,2,1,1,Hibernating
U007483,2025-12-24,5,3624.15,7,5,3,4,Potential Loyalists
U007484,2025-11-12,2,1043.5,49,3,1,1,Potential Loyalists
U007485,2025-12-05,6,3200.0899999999997,26,4,4,4,Champions
U007486,2025-12-12,1,324.89,19,4,1,1,New & Promising
U007487,2025-12-07,9,6215.0,24,4,5,5,Champions
U007488,2025-11-28,6,3335.75,33,4,4,4,Champions
U007489,2025-12-11,4,2320.29,20,4,3,3,Potential Loyalists
U007490,2025-12-19,4,2272.43,12,5,3,3,Potential Loyalists
U007491,2025-10-06,7,4609.23,86,2,4,4,Loyal
U007493,2025-09-22,2,697.81,100,2,1,1,Hibernating
U007494,2025-11-11,9,5623.19,50,3,5,5,Loyal
U007495,2025-11-07,9,4385.87,54,3,5,4,Loyal
U007496,2025-11-30,4,2614.02,31,4,3,3,Potential Loyalists
U007497,2025-11-15,4,5788.860000000001,46,3,3,5,Potential Loyalists
U007498,2025-11-12,9,5508.74,49,3,5,5,Loyal
U007499,2025-05-27,5,3256.27,218,1,3,4,At Risk
U007500,2025-08-14,6,2664.65,139,1,4,3,Loyal
U007503,2025-12-26,9,4244.13,5,5,5,4,Champions
U007504,2025-03-01,1,1944.15,305,1,1,2,Hibernating
U007505,2025-10-31,10,6673.2,61,3,5,5,Loyal
U007506,2025-12-28,3,5237.27,3,5,2,5,New & Promising
U007508,2025-11-14,12,8743.51,47,3,5,5,Loyal
U007509,2025-12-11,7,5443.27,20,4,4,5,Champions
U007510,2025-12-06,3,1477.62,25,4,2,2,New & Promising
U007511,2025-12-27,7,4477.02,4,5,4,4,Champions
U007512,2025-12-15,2,466.35,16,5,1,1,New & Promising
U007513,2025-10-31,1,743.62,61,3,1,1,Potential Loyalists
U007514,2025-11-14,9,3412.87,47,3,5,4,Loyal
U007515,2025-11-10,5,6022.4800000000005,51,3,3,5,Potential Loyalists
U007516,2025-04-21,2,2035.69,254,1,1,2,Hibernating
U007518,2025-11-30,5,2934.26,31,4,3,3,Potential Loyalists
U007519,2025-12-10,6,8012.67,21,4,4,5,Champions
U007520,2025-05-25,1,238.38,220,1,1,1,Hibernating
U007521,2025-09-08,2,993.1600000000001,114,2,1,1,Hibernating
U007522,2025-09-22,5,4131.24,100,2,3,4,At Risk
U007523,2025-12-01,10,5209.58,30,4,5,5,Champions
