product_id,product_name,category,hot_score,opportunity_score,price,net_sales,units,cost,gross_profit,gross_margin
P00623,Fashion Accessories Essential 0623,Fashion Accessories,33.53,35.38,591,25364.01,46,13008.57,12355.439999999999,0.4871248670852913
P00214,Makeup Essential 0214,Makeup,32.87,26.15,627,25342.91,44,14263.65,11079.26,0.4371739472696703
P00338,Makeup Essential 0338,Makeup,34.01,30.73,561,25340.84,48,14019.94,11320.9,0.44674525390634245
P00467,Hair Care Essential 0467,Hair Care,33.04,47.92,638,25187.91,43,16906.9,8281.009999999998,0.3287692388927862
P00320,Wellness Essential 0320,Wellness,23.83,34.61,850,25140.21,32,14975.06,10165.15,0.40433830902764933
P00381,Makeup Essential 0381,Makeup,55.25,34.91,337,25029.579999999998,80,14024.02,11005.559999999998,0.439702144422719
P00197,Makeup Essential 0197,Makeup,51.59,37.19,313,25024.78,85,13825.76,11199.019999999999,0.4475172209306135
P00050,Skincare Essential 0050,Skincare,38.94,28.78,392,24931.61,68,15231.13,9700.480000000001,0.3890835770333324
P00205,Makeup Essential 0205,Makeup,47.47,35.48,270,24823.13,98,13731.97,11091.160000000002,0.44680747351361416
P00013,Hair Care Essential 0013,Hair Care,34.03,44.77,475,24800.72,56,16479.3,8321.420000000002,0.3355313877984188
P00655,Fashion Accessories Essential 0655,Fashion Accessories,50.96,54.87,349,24732.5,76,12722.31,12010.19,0.48560355807136363
P00217,Makeup Essential 0217,Makeup,51.75,41.96,246,24730.81,107,13657.32,11073.490000000002,0.44776091037859256
P00438,Hair Care Essential 0438,Hair Care,34.91,48.53,577,24663.59,45,16055.42,8608.17,0.349023398459024
P00342,Makeup Essential 0342,Makeup,40.97,25.42,438,24646.899999999998,60,13777.14,10869.759999999998,0.4410193574039737
P00781,Wellness Essential 0781,Wellness,30.19,37.79,633,24640.49,42,14556.380000000001,10084.11,0.4092495725531432
P00088,Feminine Care Essential 0088,Feminine Care,54.54,61.93,366,24475.76,71,17108.829999999998,7366.93,0.30098881505620256
P00248,Wellness Essential 0248,Wellness,40.58,52.95,389,24463.18,67,14290.33,10172.85,0.4158433204513886
P00648,Feminine Care Essential 0648,Feminine Care,58.64,65.7,318,24398.71,82,17203.12,7195.59,0.29491682142211617
P00789,Skincare Essential 0789,Skincare,45.66,29.52,447,24372.41,58,14846.86,9525.55,0.3908333234177498
P00210,Skincare Essential 0210,Skincare,43.2,24.48,529,24362.26,49,14779.06,9583.199999999999,0.3933625205543328
P00473,Skincare Essential 0473,Skincare,43.74,30.47,453,24314.33,57,14722.48,9591.850000000002,0.3944936998058347
P00025,Skincare Essential 0025,Skincare,59.77,38.1,410,24277.94,63,14639.93,9638.009999999998,0.3969863176200287
P00745,Feminine Care Essential 0745,Feminine Care,55.73,58.63,245,24204.99,106,17107.04,7097.950000000001,0.2932432527342503
P00487,Feminine Care Essential 0487,Feminine Care,52.5,55.91,248,24169.93,104,16993.6,7176.330000000002,0.29691149291702545
P00388,Fashion Accessories Essential 0388,Fashion Accessories,38.61,49.7,432,24159.31,60,12266.84,11892.470000000001,0.49225205521184173
P00068,Feminine Care Essential 0068,Feminine Care,60.95,60.87,183,24140.03,141,16992.62,7147.41,0.2960812393356595
P00246,Hair Care Essential 0246,Hair Care,51.65,55.59,408,24088.6,63,15914.460000000001,8174.139999999998,0.3393364496068679
P00200,Wellness Essential 0200,Wellness,50.02,47.62,574,24060.09,45,14222.67,9837.42,0.4088687947551318
P00720,Makeup Essential 0720,Makeup,55.92,37.47,297,23991.59,87,13418.45,10573.14,0.4407019293010592
P00437,Hair Care Essential 0437,Hair Care,50.9,54.93,658,23962.59,39,15722.210000000001,8240.38,0.34388519771861054
P00052,Fashion Accessories Essential 0052,Fashion Accessories,24.58,33.77,594,23928.13,43,12234.08,11694.050000000001,0.48871558287254374
P00611,Feminine Care Essential 0611,Feminine Care,54.17,56.8,188,23834.29,137,16976.93,6857.360000000001,0.28770984996826005
P00729,Feminine Care Essential 0729,Feminine Care,56.63,57.05,277,23765.82,92,16806.65,6959.169999999998,0.2928226335131714
P00105,Makeup Essential 0105,Makeup,62.04,42.23,234,23756.72,109,13192.7,10564.02,0.44467502247785046
P00776,Hair Care Essential 0776,Hair Care,48.41,54.85,415,23673.74,61,15721.81,7951.930000000002,0.3358966517331018
P00170,Skincare Essential 0170,Skincare,42.17,29.8,343,23652.83,74,14568.77,9084.060000000001,0.3840580598600675
P00067,Wellness Essential 0067,Wellness,51.99,58.44,499,23648.02,51,14042.93,9605.09,0.40616888855811184
P00121,Wellness Essential 0121,Wellness,47.49,48.8,586,23460.26,42,13458.86,10001.399999999998,0.42631241085989663
P00325,Hair Care Essential 0325,Hair Care,37.53,48.92,352,23425.09,71,15505.05,7920.040000000001,0.3381007287485342
P00766,Makeup Essential 0766,Makeup,34.31,23.2,474,23306.94,53,13045.45,10261.489999999998,0.44027615808853493
P00348,Feminine Care Essential 0348,Feminine Care,64.79,64.74,178,23216.6,139,16343.14,6873.459999999999,0.29605799298777596
P00542,Hair Care Essential 0542,Hair Care,48.78,54.64,511,23198.32,49,15483.07,7715.25,0.33257796254211514
P00010,Feminine Care Essential 0010,Feminine Care,51.67,57.83,242,23165.82,102,16284.45,6881.369999999999,0.2970484101145567
P00759,Makeup Essential 0759,Makeup,38.48,32.06,543,23144.18,45,12692.27,10451.91,0.45159992706589736
P00089,Fashion Accessories Essential 0089,Fashion Accessories,34.43,49.24,458,23019.29,54,11877.62,11141.67,0.48401449393095963
P00289,Hair Care Essential 0289,Hair Care,38.63,52.41,314,23017.86,78,15243.92,7773.9400000000005,0.33773513263179117
P00769,Makeup Essential 0769,Makeup,38.2,25.23,471,22986.64,52,12653.09,10333.55,0.44954591014606743
P00738,Skincare Essential 0738,Skincare,35.17,18.66,728,22917.79,34,14101.68,8816.11,0.3846841253017852
P00171,Feminine Care Essential 0171,Feminine Care,50.98,53.08,260,22786.3,93,15928.61,6857.689999999999,0.30095671521923256
P00479,Wellness Essential 0479,Wellness,34.92,49.31,463,22630.4,52,13307.19,9323.210000000001,0.4119772518382353
P00122,Wellness Essential 0122,Wellness,50.25,60.84,348,22629.920000000002,70,13406.25,9223.670000000002,0.4075873887313787
P00048,Fashion Accessories Essential 0048,Fashion Accessories,28.19,39.71,546,22517.11,44,11481.02,11036.09,0.4901201797211098
P00627,Feminine Care Essential 0627,Feminine Care,46.86,56.49,349,22447.75,69,15800.87,6646.879999999999,0.2961045093606263
P00585,Feminine Care Essential 0585,Feminine Care,49.62,51.75,299,22422.239999999998,81,15941.4,6480.839999999998,0.28903624258771643
P00452,Skincare Essential 0452,Skincare,19.69,8.51,1048,22384.11,23,13704.46,8679.650000000001,0.3877594418540653
P00726,Feminine Care Essential 0726,Feminine Care,47.07,56.6,243,22361.51,99,15850.14,6511.369999999999,0.29118650753012654
P00664,Makeup Essential 0664,Makeup,43.85,33.82,313,22236.11,77,12538.57,9697.54,0.4361167488378138
P00638,Fashion Accessories Essential 0638,Fashion Accessories,48.99,54.87,324,22224.48,74,11552.44,10672.039999999999,0.48019301238994117
P00517,Feminine Care Essential 0517,Feminine Care,55.11,55.42,241,22206.61,99,15820.6,6386.01,0.2875724840486684
P00490,Fashion Accessories Essential 0490,Fashion Accessories,40.75,49.37,432,22136.79,54,11161.22,10975.570000000002,0.49580675427647825
P00650,Hair Care Essential 0650,Hair Care,56.34,58.45,313,22032.97,75,14651.01,7381.960000000001,0.33504153094203826
P00562,Makeup Essential 0562,Makeup,53.68,35.2,298,22032.94,79,12213.44,9819.499999999998,0.44567361414318735
P00046,Makeup Essential 0046,Makeup,45.25,36.02,215,22012.27,109,12199.8,9812.470000000001,0.4457727440195855
P00551,Makeup Essential 0551,Makeup,45.99,27.82,372,21989.49,63,12253.71,9735.780000000002,0.44274696684643444
P00113,Makeup Essential 0113,Makeup,32.07,24.62,986,21989.37,24,12381.869999999999,9607.5,0.4369156551551955
P00680,Skincare Essential 0680,Skincare,37.78,29.73,381,21809.23,61,13290.93,8518.3,0.3905823360109458
P00366,Feminine Care Essential 0366,Feminine Care,45.48,54.64,345,21752.16,67,15221.77,6530.389999999999,0.3002180013387176
P00694,Makeup Essential 0694,Makeup,40.61,26.44,386,21740.71,60,12129.64,9611.07,0.44207709867801004
P00032,Makeup Essential 0032,Makeup,58.67,40.32,219,21703.49,106,12156.23,9547.260000000002,0.43989515050344447
P00324,Fashion Accessories Essential 0324,Fashion Accessories,36.8,46.95,483,21590.34,48,11085.87,10504.47,0.486535645107951
P00218,Hair Care Essential 0218,Hair Care,43.56,48.43,589,21529.68,39,14254.17,7275.51,0.337929314323297
P00164,Wellness Essential 0164,Wellness,44.6,55.31,387,21466.56,59,12580.03,8886.53,0.4139708458178674
P00674,Makeup Essential 0674,Makeup,57.94,42.78,173,21321.27,132,11861.65,9459.62,0.4436705693422578
P00646,Skincare Essential 0646,Skincare,37.08,26.85,413,21316.54,55,13023.6,8292.94,0.3890378081996422
P00115,Makeup Essential 0115,Makeup,32.71,30.92,631,21314.56,36,11826.21,9488.350000000002,0.4451581454179679
P00091,Skincare Essential 0091,Skincare,42.02,31.99,408,21305.92,56,13048.07,8257.849999999999,0.3875847651732476
P00407,Makeup Essential 0407,Makeup,40.79,30.61,304,21254.22,74,11747.6,9506.62,0.4472815280918331
P00341,Wellness Essential 0341,Wellness,28.65,40.22,644,21243.43,36,12783.65,8459.78,0.3982304175926393
P00469,Feminine Care Essential 0469,Feminine Care,49.26,52.38,287,21154.31,78,14744.84,6409.470000000001,0.3029864836054686
P00480,Skincare Essential 0480,Skincare,39.12,31.5,453,21043.25,50,12893.6,8149.65,0.3872809570764972
P00548,Feminine Care Essential 0548,Feminine Care,58.73,57.43,236,21019.29,95,14750.9,6268.390000000001,0.298220824775718
P00451,Fashion Accessories Essential 0451,Fashion Accessories,34.78,36.43,552,20991.44,40,10551.11,10440.329999999998,0.4973613053701889
P00281,Hair Care Essential 0281,Hair Care,41.54,50.42,538,20944.510000000002,42,13896.69,7047.8200000000015,0.33649963642023617
P00613,Fashion Accessories Essential 0613,Fashion Accessories,55.32,66.64,281,20866.989999999998,80,10819.88,10047.109999999999,0.4814834338828935
P00136,Skincare Essential 0136,Skincare,25.31,16.29,598,20751.47,37,12591.74,8159.730000000001,0.3932121435252539
P00307,Makeup Essential 0307,Makeup,37.28,23.36,370,20726.95,60,11563.869999999999,9163.080000000002,0.44208530439837995
P00336,Feminine Care Essential 0336,Feminine Care,58.0,55.59,220,20707.58,100,14490.7,6216.880000000001,0.3002224306268526
P00271,Skincare Essential 0271,Skincare,46.45,36.76,293,20624.41,77,12889.52,7734.889999999999,0.3750356979908758
P00767,Hair Care Essential 0767,Hair Care,42.08,50.54,339,20589.24,65,13652.08,6937.160000000002,0.33693132917970753
P00511,Skincare Essential 0511,Skincare,55.66,46.61,249,20478.09,88,12385.93,8092.16,0.39516185347363936
P00257,Hair Care Essential 0257,Hair Care,63.26,68.27,229,20477.86,96,13659.24,6818.620000000001,0.3329752229969343
P00633,Skincare Essential 0633,Skincare,29.5,13.47,600,20465.73,37,12685.57,7780.16,0.38015550874559567
P00168,Makeup Essential 0168,Makeup,44.45,34.26,556,20374.87,39,11259.49,9115.38,0.44738346796813916
P00587,Fashion Accessories Essential 0587,Fashion Accessories,49.45,46.31,613,20252.56,35,10262.29,9990.27,0.4932843057865277
P00128,Hair Care Essential 0128,Hair Care,55.7,67.91,237,20196.54,91,13344.88,6851.660000000002,0.3392491981299768
P00743,Fashion Accessories Essential 0743,Fashion Accessories,46.76,58.57,302,20188.73,71,10351.84,9836.89,0.48724659748285304
P00039,Fashion Accessories Essential 0039,Fashion Accessories,33.99,35.21,572,20151.61,38,10479.9,9671.710000000001,0.47994725979710806
P00195,Hair Care Essential 0195,Hair Care,42.64,50.12,427,20131.11,50,13236.3,6894.810000000001,0.3424952722428123
P00791,Hair Care Essential 0791,Hair Care,49.52,60.7,252,20130.86,85,13336.81,6794.050000000001,0.3374942749589437
P00007,Feminine Care Essential 0007,Feminine Care,70.19,67.84,114,20117.02,188,14115.82,6001.200000000001,0.29831456150065966
P00055,Skincare Essential 0055,Skincare,38.72,30.67,345,20051.13,62,12230.97,7820.160000000002,0.39001093703945866
P00707,Fashion Accessories Essential 0707,Fashion Accessories,30.6,31.52,618,19954.54,34,10061.52,9893.02,0.4957779031739143
P00250,Wellness Essential 0250,Wellness,39.95,40.23,850,19865.54,25,11760.38,8105.160000000002,0.4080009906602087
P00628,Makeup Essential 0628,Makeup,53.6,36.88,189,19812.64,113,11104.29,8708.349999999999,0.43953506448408686
P00700,Wellness Essential 0700,Wellness,51.72,67.39,262,19780.72,81,11684.52,8096.200000000001,0.4092975382089226
P00584,Makeup Essential 0584,Makeup,64.12,46.0,201,19720.06,105,10936.12,8783.94,0.4454317076114373
P00254,Skincare Essential 0254,Skincare,59.58,46.91,187,19647.88,112,11950.03,7697.85,0.3917903610974823
P00378,Feminine Care Essential 0378,Feminine Care,58.19,61.76,166,19596.59,126,13755.06,5841.530000000001,0.2980891063190076
P00142,Hair Care Essential 0142,Hair Care,29.69,42.93,423,19585.55,49,12858.57,6726.98,0.34346648421923304
P00512,Makeup Essential 0512,Makeup,46.24,32.22,252,19580.91,83,10880.3,8700.61,0.4443414529763939
P00152,Wellness Essential 0152,Wellness,52.05,65.86,238,19427.3,87,11293.53,8133.769999999999,0.4186773252073113
P00746,Makeup Essential 0746,Makeup,41.11,28.23,590,19357.03,35,10652.43,8704.599999999999,0.4496867546312631
P00191,Makeup Essential 0191,Makeup,41.0,26.63,441,19349.670000000002,47,10820.68,8528.990000000002,0.4407821942182994
P00691,Skincare Essential 0691,Skincare,41.01,30.04,403,19314.03,51,11717.44,7596.589999999998,0.3933197784201432
P00375,Makeup Essential 0375,Makeup,57.65,40.08,179,19292.99,115,10717.52,8575.470000000001,0.44448631342264733
P00323,Hair Care Essential 0323,Hair Care,41.68,46.67,398,19284.59,52,12784.15,6500.4400000000005,0.3370795023383956
P00247,Skincare Essential 0247,Skincare,39.11,39.62,290,19280.29,71,11769.52,7510.77,0.3895568998184156
P00445,Fashion Accessories Essential 0445,Fashion Accessories,44.4,52.97,453,19246.72,45,9700.47,9546.250000000002,0.4959936030658731
P00293,Skincare Essential 0293,Skincare,59.99,46.03,218,19209.739999999998,95,11806.3,7403.439999999999,0.38540032296116444
P00471,Hair Care Essential 0471,Hair Care,16.91,38.42,619,19196.89,33,12640.23,6556.66,0.3415480319989332
P00657,Feminine Care Essential 0657,Feminine Care,36.58,47.37,398,19049.66,51,13376.08,5673.58,0.29783103740434214
P00093,Skincare Essential 0093,Skincare,45.86,41.42,255,19014.63,80,11662.15,7352.480000000001,0.386674891912175
P00081,Skincare Essential 0081,Skincare,32.59,18.0,520,19006.84,39,11535.93,7470.91,0.3930642863306052
P00616,Skincare Essential 0616,Skincare,39.8,29.57,421,18941.03,48,11506.32,7434.709999999999,0.39251878065765167
P00574,Feminine Care Essential 0574,Feminine Care,45.04,54.16,354,18843.27,57,13284.32,5558.950000000001,0.2950098364031296
P00229,Fashion Accessories Essential 0229,Fashion Accessories,34.08,46.41,391,18794.670000000002,52,9782.48,9012.190000000002,0.47950775406006074
P00696,Makeup Essential 0696,Makeup,52.6,34.33,267,18692.93,75,10459.88,8233.050000000001,0.44043657147381393
P00394,Skincare Essential 0394,Skincare,47.22,30.53,383,18639.59,52,11368.82,7270.77,0.3900713481358764
P00405,Skincare Essential 0405,Skincare,54.75,46.15,173,18636.51,115,11347.77,7288.739999999998,0.3911000503849701
P00748,Wellness Essential 0748,Wellness,39.03,43.73,564,18395.54,35,10873.550000000001,7521.99,0.4089029188596801
P00344,Skincare Essential 0344,Skincare,28.66,16.9,720,18102.26,27,11069.18,7033.079999999998,0.38851944453344495
P00287,Fashion Accessories Essential 0287,Fashion Accessories,17.4,27.39,1048,17912.67,18,9078.94,8833.729999999998,0.4931554034099885
P00138,Feminine Care Essential 0138,Feminine Care,51.86,60.15,318,17804.23,60,12587.99,5216.24,0.2929775676903747
P00717,Fashion Accessories Essential 0717,Fashion Accessories,40.13,50.7,314,17740.26,61,9174.73,8565.529999999999,0.4828300148926791
P00429,Hair Care Essential 0429,Hair Care,33.55,50.09,565,17689.35,34,11856.91,5832.439999999999,0.32971477188251685
P00183,Feminine Care Essential 0183,Feminine Care,61.15,63.67,119,17685.58,159,12479.42,5206.160000000002,0.2943731559835754
P00670,Skincare Essential 0670,Skincare,36.4,23.36,370,17621.02,51,10752.86,6868.16,0.3897708532196206
P00536,Makeup Essential 0536,Makeup,37.45,23.32,298,17419.1,63,9751.45,7667.649999999998,0.44018634717063443
P00383,Feminine Care Essential 0383,Feminine Care,57.64,56.04,202,17416.56,93,12401.6,5014.960000000001,0.28794205055418526
P00439,Feminine Care Essential 0439,Feminine Care,44.77,44.97,281,17328.15,66,12236.22,5091.930000000002,0.29385306567637065
P00023,Fashion Accessories Essential 0023,Fashion Accessories,45.48,56.39,266,17001.25,68,8650.14,8351.11,0.4912056466436292
P00758,Wellness Essential 0758,Wellness,32.87,46.7,383,16982.52,47,9855.67,7126.85,0.41965797773239777
P00033,Skincare Essential 0033,Skincare,22.45,7.66,562,16915.149999999998,32,10269.06,6646.089999999998,0.39290754146430856
P00572,Skincare Essential 0572,Skincare,33.06,16.87,534,16800.81,34,10404.31,6396.500000000002,0.38072569120179334
P00203,Makeup Essential 0203,Makeup,48.76,35.66,219,16753.34,82,9355.57,7397.77,0.44156986009953836
P00234,Skincare Essential 0234,Skincare,30.33,24.75,400,16744.74,44,9938.98,6805.760000000002,0.4064416646660385
P00082,Skincare Essential 0082,Skincare,38.02,22.66,425,16677.94,42,10239.99,6437.949999999999,0.3860158988460205
P00457,Fashion Accessories Essential 0457,Fashion Accessories,34.84,38.13,619,16671.86,29,8550.89,8120.970000000001,0.48710641764026336
P00755,Wellness Essential 0755,Wellness,23.86,37.0,485,16671.23,37,9820.17,6851.0599999999995,0.41095108159385957
P00158,Feminine Care Essential 0158,Feminine Care,46.75,51.86,292,16628.03,61,11712.57,4915.459999999999,0.295612889801137
P00328,Makeup Essential 0328,Makeup,42.46,21.63,400,16620.989999999998,44,9208.72,7412.269999999999,0.4459583935734273
P00379,Fashion Accessories Essential 0379,Fashion Accessories,38.87,46.1,510,16611.6,35,8525.44,8086.159999999998,0.4867779142286113
P00620,Makeup Essential 0620,Makeup,41.07,27.82,337,16492.43,52,9059.15,7433.280000000001,0.45070859782336503
P00636,Skincare Essential 0636,Skincare,41.99,19.86,534,16483.670000000002,33,10111.52,6372.1500000000015,0.3865734997121394
P00626,Wellness Essential 0626,Wellness,39.19,38.76,524,16469.48,33,9448.36,7021.119999999999,0.42631097035243365
P00135,Fashion Accessories Essential 0135,Fashion Accessories,41.38,44.72,467,16451.63,38,8415.16,8036.470000000001,0.48849080607818196
P00350,Feminine Care Essential 0350,Feminine Care,47.92,51.46,211,16440.33,83,11563.78,4876.550000000001,0.2966211748790931
P00198,Makeup Essential 0198,Makeup,51.91,36.02,208,16411.41,83,8995.73,7415.68,0.45186123556720603
P00718,Makeup Essential 0718,Makeup,59.83,47.19,158,16339.99,110,9041.45,7298.539999999999,0.44666734802163277
P00660,Fashion Accessories Essential 0660,Fashion Accessories,40.12,43.08,548,16296.09,32,8459.32,7836.77,0.4808987922869842
P00326,Hair Care Essential 0326,Hair Care,39.6,50.11,372,16259.53,47,10879.09,5380.4400000000005,0.3309099340509843
P00605,Wellness Essential 0605,Wellness,32.48,45.27,498,16248.0,35,9637.0,6611.0,0.4068808468734613
P00069,Feminine Care Essential 0069,Feminine Care,26.37,50.51,608,16187.27,28,11290.19,4897.08,0.30252661504997447
P00698,Wellness Essential 0698,Wellness,42.42,50.43,408,16149.12,42,9316.99,6832.130000000001,0.42306515772995684
P00300,Makeup Essential 0300,Makeup,34.1,25.23,355,16044.66,48,8828.99,7215.67,0.4497240826542912
P00435,Hair Care Essential 0435,Hair Care,50.01,52.25,305,15897.13,56,10668.26,5228.869999999999,0.3289191193630548
P00238,Hair Care Essential 0238,Hair Care,32.97,50.88,301,15877.95,56,10483.23,5394.720000000001,0.33976174506154766
P00038,Skincare Essential 0038,Skincare,36.93,22.56,413,15838.36,41,9663.67,6174.6900000000005,0.38985665182506274
P00543,Skincare Essential 0543,Skincare,30.18,21.86,311,15831.43,55,9679.16,6152.27,0.3886111362018466
P00001,Makeup Essential 0001,Makeup,38.74,22.37,353,15592.44,48,8758.81,6833.630000000001,0.4382655953782731
P00110,Skincare Essential 0110,Skincare,29.81,24.16,373,15426.67,44,9406.05,6020.620000000001,0.39027346796165346
P00486,Makeup Essential 0486,Makeup,43.94,25.99,335,15426.220000000001,49,8523.92,6902.300000000001,0.44743948938884576
P00212,Skincare Essential 0212,Skincare,30.2,25.09,462,15420.22,36,9607.81,5812.41,0.3769343109242281
P00640,Hair Care Essential 0640,Hair Care,49.09,54.13,331,15364.65,50,10232.53,5132.119999999999,0.3340212761110731
P00365,Makeup Essential 0365,Makeup,18.77,22.54,531,15358.56,31,8619.91,6738.65,0.4387553260201477
P00243,Makeup Essential 0243,Makeup,44.35,28.19,268,15349.17,60,8365.13,6984.040000000001,0.45501092241469737
P00044,Wellness Essential 0044,Wellness,24.26,49.36,366,15303.63,45,9101.83,6201.799999999999,0.40525025761861727
P00420,Skincare Essential 0420,Skincare,30.75,29.41,299,15205.24,54,9197.63,6007.610000000001,0.39510129402758526
P00226,Fashion Accessories Essential 0226,Fashion Accessories,39.59,46.81,434,15166.29,37,7687.4800000000005,7478.81,0.493120598379696
P00308,Fashion Accessories Essential 0308,Fashion Accessories,31.75,31.52,642,15154.52,25,7698.58,7455.9400000000005,0.49199446765717425
P00800,Skincare Essential 0800,Skincare,55.47,41.62,258,15037.4,62,9130.77,5906.629999999999,0.3927959620679106
P00264,Hair Care Essential 0264,Hair Care,47.39,55.29,326,15020.34,49,9948.89,5071.450000000001,0.3376388284153355
P00443,Wellness Essential 0443,Wellness,49.6,57.62,461,14997.87,35,8846.21,6151.660000000002,0.41016891065197936
P00426,Feminine Care Essential 0426,Feminine Care,55.84,54.5,188,14982.81,85,10582.1,4400.709999999999,0.2937172666542524
P00292,Makeup Essential 0292,Makeup,23.55,19.52,691,14973.5,23,8333.13,6640.370000000001,0.44347480548969853
P00401,Skincare Essential 0401,Skincare,28.08,22.56,379,14731.23,42,9104.98,5626.25,0.3819266958699308
P00444,Makeup Essential 0444,Makeup,23.6,17.13,434,14728.18,36,8036.88,6691.3,0.454319542536824
P00370,Feminine Care Essential 0370,Feminine Care,64.06,58.46,116,14647.32,135,10303.03,4344.289999999999,0.29659282380667584
P00600,Makeup Essential 0600,Makeup,27.77,17.73,444,14601.07,35,8041.71,6559.36,0.449238309247199
P00705,Makeup Essential 0705,Makeup,41.26,29.22,263,14514.82,59,8081.12,6433.7,0.44325041578193874
P00265,Fashion Accessories Essential 0265,Fashion Accessories,18.12,25.5,701,14482.32,22,7459.76,7022.5599999999995,0.4849057333355429
P00028,Wellness Essential 0028,Wellness,51.22,62.05,265,14419.94,58,8425.67,5994.27,0.4156931304845929
P00160,Fashion Accessories Essential 0160,Fashion Accessories,35.39,55.63,296,14405.27,51,7211.56,7193.71,0.49938043507688507
P00400,Feminine Care Essential 0400,Feminine Care,47.78,50.36,174,14316.82,88,10098.42,4218.4,0.29464643684840625
P00298,Fashion Accessories Essential 0298,Fashion Accessories,40.49,49.55,340,14268.18,45,7258.66,7009.52,0.4912693840419731
P00507,Makeup Essential 0507,Makeup,48.7,29.46,374,14050.31,40,7818.11,6232.2,0.4435631669336833
P00685,Hair Care Essential 0685,Hair Care,27.45,46.63,362,13948.18,41,9203.52,4744.66,0.3401633761537347
P00763,Feminine Care Essential 0763,Feminine Care,39.39,53.36,324,13896.74,46,9799.49,4097.25,0.294835335481559
P00735,Makeup Essential 0735,Makeup,44.06,33.24,182,13894.5,82,7784.76,6109.74,0.43972363165281225
P00415,Skincare Essential 0415,Skincare,44.83,38.17,225,13857.880000000001,66,8504.79,5353.09,0.3862849151529671
P00022,Feminine Care Essential 0022,Feminine Care,48.09,55.29,303,13855.43,49,9877.51,3977.92,0.2871018799127851
P00703,Hair Care Essential 0703,Hair Care,38.12,44.77,379,13769.06,39,9186.04,4583.019999999999,0.3328491560062923
P00730,Makeup Essential 0730,Makeup,43.42,30.73,189,13718.35,77,7539.11,6179.240000000001,0.4504360947198461
P00166,Makeup Essential 0166,Makeup,38.91,23.25,438,13553.880000000001,33,7527.73,6026.1500000000015,0.4446070055216662
P00173,Makeup Essential 0173,Makeup,37.24,25.46,481,13507.64,30,7528.85,5978.789999999999,0.44262284159186943
P00343,Feminine Care Essential 0343,Feminine Care,48.74,57.9,314,13501.65,46,9480.7,4020.949999999999,0.29781174893438944
P00518,Feminine Care Essential 0518,Feminine Care,31.37,47.97,375,13437.15,38,9393.449999999999,4043.7000000000007,0.3009343499179514
P00630,Skincare Essential 0630,Skincare,25.73,8.9,670,13401.869999999999,21,7990.44,5411.429999999999,0.4037817110597252
P00442,Makeup Essential 0442,Makeup,38.48,30.58,252,13381.67,57,7454.24,5927.43,0.44295144029108474
P00524,Wellness Essential 0524,Wellness,21.99,32.52,576,13376.48,25,7951.23,5425.25,0.40558128894896117
P00124,Makeup Essential 0124,Makeup,34.54,25.15,286,13316.66,50,7466.29,5850.37,0.43932712857428213
P00035,Makeup Essential 0035,Makeup,24.18,16.36,471,13285.36,30,7366.99,5918.370000000001,0.445480589159797
P00719,Feminine Care Essential 0719,Feminine Care,45.5,47.4,275,13263.09,51,9222.52,4040.5699999999997,0.3046477102997868
P00269,Makeup Essential 0269,Makeup,17.9,12.55,407,13245.21,35,7449.68,5795.529999999999,0.43755667143065297
P00215,Makeup Essential 0215,Makeup,29.64,27.2,227,13198.11,62,7285.47,5912.64,0.4479914169528819
P00098,Makeup Essential 0098,Makeup,37.22,22.8,352,13175.63,40,7311.65,5863.98,0.44506258903748813
P00474,Hair Care Essential 0474,Hair Care,29.39,41.26,483,13170.69,29,8643.16,4527.530000000001,0.3437579959743947
P00752,Hair Care Essential 0752,Hair Care,47.99,62.71,201,13166.67,70,8756.48,4410.1900000000005,0.33495105444277107
P00327,Feminine Care Essential 0327,Feminine Care,38.68,47.79,248,13120.33,56,9147.18,3973.1499999999996,0.30282393811741015
P00126,Feminine Care Essential 0126,Feminine Care,45.26,51.39,168,13116.81,83,9194.92,3921.8899999999994,0.29899724094501634
P00723,Makeup Essential 0723,Makeup,35.66,26.11,255,13081.43,55,7373.7699999999995,5707.660000000001,0.43631774202055895
P00502,Skincare Essential 0502,Skincare,26.63,21.88,369,13072.52,38,7931.55,5140.97,0.39326541477848187
P00036,Makeup Essential 0036,Makeup,30.99,21.34,624,13066.06,23,7403.5199999999995,5662.54,0.4333777741721682
P00274,Feminine Care Essential 0274,Feminine Care,53.02,50.14,271,12844.99,51,9145.74,3699.25,0.2879916605618222
P00188,Skincare Essential 0188,Skincare,42.41,34.35,261,12702.45,52,7768.03,4934.420000000001,0.3884620683411468
P00606,Feminine Care Essential 0606,Feminine Care,49.67,52.39,185,12689.13,74,9035.26,3653.869999999999,0.28795275956665267
P00528,Feminine Care Essential 0528,Feminine Care,43.93,50.26,259,12660.76,53,9083.3,3577.460000000001,0.2825628161342606
P00599,Makeup Essential 0599,Makeup,55.48,42.83,149,12634.46,90,6953.63,5680.829999999999,0.44962982193144774
P00049,Skincare Essential 0049,Skincare,34.94,33.37,243,12572.57,55,7613.24,4959.33,0.39445634424783477
P00133,Feminine Care Essential 0133,Feminine Care,53.94,52.67,187,12515.5,71,8771.05,3744.4500000000007,0.29918501058687236
P00178,Skincare Essential 0178,Skincare,33.72,23.39,493,12510.119999999999,27,7541.45,4968.669999999999,0.3971720495087177
